,OccasionalVolunteer,"Population,-2016",age_distribution_0-to-14-years,age_distribution_15-to-64-years,age_distribution_65-years-and-over,age_distribution_85-years-and-over,age_Average-age-of-the-population,age_Median-age-of-the-population,family_%-married-or-living-common-law,family_Average-size-of-census-families,family_%-census-families-that-are-couples,family_%-couples-with-children,income_Median-employment-income-in-2015-for-full-year-full-time-workers-over-15-($),income_Average-employment-income-in-2015-for-full-year-full-time-workers-over-15-($),income_Median-total-income-of-households-in-2015-($),"income_Prevalence-of-low-income-based-on-the-Low-income-measure,-after-tax-(LIM-AT)-(%)",citizenship_%-canadian-citizens,citizenship_%-immigrants,dwellings_%-owners,dwellings_%-renters,"education_%-no-certificate,-diploma-or-degree",education_%-high-school-diploma,"education_%-postsecondary-certificate,-diploma-or-degree",education_%-apprenticeship-or-trades-certificate-or-diploma,education_%-college-certificate-or-diplome,education_%-bachelor-or-above,labour_force_Participation-rate,labour_force_Employment-rate,labour_force_Unemployment-rate,AgeGroupNumeric,YearsVolunteeredGroupNumeric
1118,0.0,18659.0,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643.0,71973.0,60898.0,0.17300000000000001,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069,25.0,2.0
1119,1.0,26490.0,0.18,0.687,0.133,0.018000000000000002,38.9,38.8,0.6203085420000001,3.1,0.8502259520000001,0.600607441,55311.0,61249.0,94098.0,0.08,0.94996136,0.284196291,0.845629966,0.15437003400000002,0.153718617,0.294410232,0.5518711510000001,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062,35.0,1.0
1120,1.0,39149.0,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.6143901070000001,50514.0,55764.0,77036.0,0.11800000000000001,0.929521105,0.300761585,0.688937568,0.310332238,0.19132569600000002,0.31325695600000003,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067,25.0,1.0
1121,1.0,20701.0,0.187,0.6970000000000001,0.11599999999999999,0.013000000000000001,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976.0,84436.0,109496.0,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069,35.0,1.0
1122,0.0,39149.0,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.6143901070000001,50514.0,55764.0,77036.0,0.11800000000000001,0.929521105,0.300761585,0.688937568,0.310332238,0.19132569600000002,0.31325695600000003,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067,25.0,2.0
1123,1.0,16900.0,0.192,0.7040000000000001,0.10400000000000001,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332.0,81878.0,106799.0,0.092,0.905740181,0.335246149,0.9011893870000001,0.098810613,0.11861861900000001,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.6579999999999999,0.07400000000000001,25.0,1.0
1124,1.0,18659.0,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643.0,71973.0,60898.0,0.17300000000000001,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069,25.0,1.0
1125,1.0,26490.0,0.18,0.687,0.133,0.018000000000000002,38.9,38.8,0.6203085420000001,3.1,0.8502259520000001,0.600607441,55311.0,61249.0,94098.0,0.08,0.94996136,0.284196291,0.845629966,0.15437003400000002,0.153718617,0.294410232,0.5518711510000001,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062,25.0,1.0
1126,1.0,12418.0,0.21100000000000002,0.623,0.166,0.02,39.0,38.4,0.637244898,3.1,0.894736842,0.553921569,54991.0,63363.0,87723.0,0.08199999999999999,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.26352437100000004,0.44938403899999996,0.076057847,0.18800214199999998,0.173540439,0.725,0.701,0.032,65.0,1.0
1127,1.0,16111.0,0.14800000000000002,0.69,0.162,0.023,39.8,37.0,0.504553734,2.7,0.7585034009999999,0.458893871,43666.0,53197.0,53059.0,0.23800000000000002,0.846998063,0.327307941,0.39079620200000004,0.609203798,0.23944193100000002,0.29524886899999997,0.46493212700000003,0.07051282099999999,0.21945701399999998,0.159125189,0.647,0.5920000000000001,0.085,25.0,1.0
1128,1.0,27758.0,0.121,0.71,0.16899999999999998,0.026000000000000002,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592.0,69782.0,60683.0,0.22699999999999998,0.8323920570000001,0.22718163600000002,0.46444906399999997,0.535550936,0.113380575,0.306586078,0.5802417670000001,0.038766153,0.144852022,0.37744893700000004,0.58,0.532,0.083,65.0,1.0
1129,1.0,27758.0,0.121,0.71,0.16899999999999998,0.026000000000000002,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592.0,69782.0,60683.0,0.22699999999999998,0.8323920570000001,0.22718163600000002,0.46444906399999997,0.535550936,0.113380575,0.306586078,0.5802417670000001,0.038766153,0.144852022,0.37744893700000004,0.58,0.532,0.083,45.0,2.0
1130,1.0,27758.0,0.121,0.71,0.16899999999999998,0.026000000000000002,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592.0,69782.0,60683.0,0.22699999999999998,0.8323920570000001,0.22718163600000002,0.46444906399999997,0.535550936,0.113380575,0.306586078,0.5802417670000001,0.038766153,0.144852022,0.37744893700000004,0.58,0.532,0.083,25.0,1.0
1131,1.0,33221.0,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630.0,53300.0,56576.0,0.203,0.9117780809999999,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.48613376799999997,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084,25.0,1.0
1132,1.0,16123.0,0.20800000000000002,0.606,0.18600000000000003,0.023,40.1,40.1,0.698394046,3.0,0.901639344,0.523863636,57836.0,64347.0,93899.0,0.054000000000000006,0.982483578,0.092899593,0.864249578,0.13575042199999998,0.178033307,0.26169706600000003,0.560269627,0.09080095199999999,0.266455194,0.186756542,0.693,0.6679999999999999,0.036000000000000004,25.0,1.0
1133,1.0,29858.0,0.18600000000000003,0.654,0.161,0.02,39.8,39.5,0.595805921,3.0,0.835495283,0.558927311,55224.0,64304.0,79266.0,0.124,0.9391570359999999,0.270904147,0.7146702559999999,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.21069182399999997,0.665,0.622,0.064,45.0,1.0
1134,1.0,13407.0,0.11,0.721,0.16899999999999998,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126.0,56511.0,48505.0,0.22899999999999998,0.912591452,0.237966885,0.334517045,0.665482955,0.18024263399999998,0.267764298,0.5519930679999999,0.04722703599999999,0.19150779899999998,0.29982669,0.649,0.596,0.08199999999999999,25.0,1.0
1135,1.0,27758.0,0.121,0.71,0.16899999999999998,0.026000000000000002,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592.0,69782.0,60683.0,0.22699999999999998,0.8323920570000001,0.22718163600000002,0.46444906399999997,0.535550936,0.113380575,0.306586078,0.5802417670000001,0.038766153,0.144852022,0.37744893700000004,0.58,0.532,0.083,18.0,2.0
1136,1.0,19975.0,0.2,0.6890000000000001,0.111,0.009000000000000001,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429.0,79938.0,98347.0,0.085,0.933048075,0.23810722399999998,0.80442541,0.19557459,0.119506797,0.274423016,0.6063863420000001,0.06259879900000001,0.237116661,0.286120771,0.71,0.6679999999999999,0.059000000000000004,45.0,1.0
1137,1.0,19975.0,0.2,0.6890000000000001,0.111,0.009000000000000001,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429.0,79938.0,98347.0,0.085,0.933048075,0.23810722399999998,0.80442541,0.19557459,0.119506797,0.274423016,0.6063863420000001,0.06259879900000001,0.237116661,0.286120771,0.71,0.6679999999999999,0.059000000000000004,18.0,1.0
1138,1.0,19975.0,0.2,0.6890000000000001,0.111,0.009000000000000001,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429.0,79938.0,98347.0,0.085,0.933048075,0.23810722399999998,0.80442541,0.19557459,0.119506797,0.274423016,0.6063863420000001,0.06259879900000001,0.237116661,0.286120771,0.71,0.6679999999999999,0.059000000000000004,45.0,1.0
1139,1.0,19975.0,0.2,0.6890000000000001,0.111,0.009000000000000001,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429.0,79938.0,98347.0,0.085,0.933048075,0.23810722399999998,0.80442541,0.19557459,0.119506797,0.274423016,0.6063863420000001,0.06259879900000001,0.237116661,0.286120771,0.71,0.6679999999999999,0.059000000000000004,45.0,1.0
1140,0.0,16111.0,0.14800000000000002,0.69,0.162,0.023,39.8,37.0,0.504553734,2.7,0.7585034009999999,0.458893871,43666.0,53197.0,53059.0,0.23800000000000002,0.846998063,0.327307941,0.39079620200000004,0.609203798,0.23944193100000002,0.29524886899999997,0.46493212700000003,0.07051282099999999,0.21945701399999998,0.159125189,0.647,0.5920000000000001,0.085,45.0,2.0
1141,1.0,19510.0,0.16699999999999998,0.662,0.17,0.023,41.5,42.5,0.598153846,2.9,0.839332748,0.526150628,55965.0,66611.0,79267.0,0.10300000000000001,0.976445957,0.146296781,0.726072607,0.274587459,0.178605238,0.304512464,0.516882297,0.067844746,0.251814453,0.181760808,0.684,0.642,0.062,25.0,1.0
1142,1.0,16501.0,0.13699999999999998,0.669,0.193,0.026000000000000002,43.3,45.0,0.560238848,2.8,0.816580311,0.46954314700000005,50399.0,57187.0,67375.0,0.10099999999999999,0.9654750990000001,0.224633252,0.623504574,0.375791696,0.203605514,0.30399434399999997,0.492753623,0.084482149,0.23753976699999999,0.156592435,0.65,0.605,0.07,18.0,1.0
1143,1.0,27758.0,0.121,0.71,0.16899999999999998,0.026000000000000002,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592.0,69782.0,60683.0,0.22699999999999998,0.8323920570000001,0.22718163600000002,0.46444906399999997,0.535550936,0.113380575,0.306586078,0.5802417670000001,0.038766153,0.144852022,0.37744893700000004,0.58,0.532,0.083,55.0,1.0
1144,1.0,12302.0,0.254,0.6970000000000001,0.049,0.003,31.8,32.2,0.682461874,3.2,0.8904899140000001,0.67961165,58984.0,65767.0,100298.0,0.068,0.940509915,0.309186564,0.874371859,0.125628141,0.12323561300000001,0.28990228,0.586862106,0.048317047,0.237242128,0.282844734,0.804,0.759,0.055,65.0,1.0
1145,1.0,29858.0,0.18600000000000003,0.654,0.161,0.02,39.8,39.5,0.595805921,3.0,0.835495283,0.558927311,55224.0,64304.0,79266.0,0.124,0.9391570359999999,0.270904147,0.7146702559999999,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.21069182399999997,0.665,0.622,0.064,25.0,2.0
1146,1.0,29858.0,0.18600000000000003,0.654,0.161,0.02,39.8,39.5,0.595805921,3.0,0.835495283,0.558927311,55224.0,64304.0,79266.0,0.124,0.9391570359999999,0.270904147,0.7146702559999999,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.21069182399999997,0.665,0.622,0.064,25.0,2.0
1147,1.0,27253.0,0.188,0.696,0.11699999999999999,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329.0,81477.0,104552.0,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.13407049099999999,0.24856024,0.6171389079999999,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048,45.0,1.0
1148,1.0,16111.0,0.14800000000000002,0.69,0.162,0.023,39.8,37.0,0.504553734,2.7,0.7585034009999999,0.458893871,43666.0,53197.0,53059.0,0.23800000000000002,0.846998063,0.327307941,0.39079620200000004,0.609203798,0.23944193100000002,0.29524886899999997,0.46493212700000003,0.07051282099999999,0.21945701399999998,0.159125189,0.647,0.5920000000000001,0.085,65.0,7.5
1149,1.0,19975.0,0.2,0.6890000000000001,0.111,0.009000000000000001,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429.0,79938.0,98347.0,0.085,0.933048075,0.23810722399999998,0.80442541,0.19557459,0.119506797,0.274423016,0.6063863420000001,0.06259879900000001,0.237116661,0.286120771,0.71,0.6679999999999999,0.059000000000000004,65.0,1.0
1150,1.0,40591.0,0.18899999999999997,0.67,0.141,0.024,38.7,37.6,0.5787156520000001,2.9,0.8204793029999999,0.544875199,53751.0,65499.0,79269.0,0.1,0.967548677,0.160259611,0.739414695,0.260896638,0.169366034,0.282276724,0.548048743,0.06185408,0.223970384,0.24356008,0.7190000000000001,0.6809999999999999,0.053,45.0,1.0
1151,1.0,27758.0,0.121,0.71,0.16899999999999998,0.026000000000000002,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592.0,69782.0,60683.0,0.22699999999999998,0.8323920570000001,0.22718163600000002,0.46444906399999997,0.535550936,0.113380575,0.306586078,0.5802417670000001,0.038766153,0.144852022,0.37744893700000004,0.58,0.532,0.083,65.0,1.0
1152,1.0,27758.0,0.121,0.71,0.16899999999999998,0.026000000000000002,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592.0,69782.0,60683.0,0.22699999999999998,0.8323920570000001,0.22718163600000002,0.46444906399999997,0.535550936,0.113380575,0.306586078,0.5802417670000001,0.038766153,0.144852022,0.37744893700000004,0.58,0.532,0.083,65.0,1.0
1153,1.0,16900.0,0.192,0.7040000000000001,0.10400000000000001,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332.0,81878.0,106799.0,0.092,0.905740181,0.335246149,0.9011893870000001,0.098810613,0.11861861900000001,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.6579999999999999,0.07400000000000001,25.0,1.0
1154,1.0,19389.0,0.16,0.584,0.256,0.035,45.0,47.1,0.6170147420000001,2.8,0.8531951640000001,0.407894737,47514.0,53588.0,60864.0,0.132,0.981549815,0.127042699,0.7219541620000001,0.278648975,0.267676768,0.317866162,0.414772727,0.064078283,0.23516414100000002,0.101641414,0.578,0.544,0.059000000000000004,25.0,1.0
1155,1.0,16501.0,0.13699999999999998,0.669,0.193,0.026000000000000002,43.3,45.0,0.560238848,2.8,0.816580311,0.46954314700000005,50399.0,57187.0,67375.0,0.10099999999999999,0.9654750990000001,0.224633252,0.623504574,0.375791696,0.203605514,0.30399434399999997,0.492753623,0.084482149,0.23753976699999999,0.156592435,0.65,0.605,0.07,18.0,2.0
1156,1.0,16111.0,0.14800000000000002,0.69,0.162,0.023,39.8,37.0,0.504553734,2.7,0.7585034009999999,0.458893871,43666.0,53197.0,53059.0,0.23800000000000002,0.846998063,0.327307941,0.39079620200000004,0.609203798,0.23944193100000002,0.29524886899999997,0.46493212700000003,0.07051282099999999,0.21945701399999998,0.159125189,0.647,0.5920000000000001,0.085,55.0,1.0
1157,1.0,27253.0,0.188,0.696,0.11699999999999999,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329.0,81477.0,104552.0,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.13407049099999999,0.24856024,0.6171389079999999,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048,55.0,1.0
1158,1.0,19975.0,0.2,0.6890000000000001,0.111,0.009000000000000001,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429.0,79938.0,98347.0,0.085,0.933048075,0.23810722399999998,0.80442541,0.19557459,0.119506797,0.274423016,0.6063863420000001,0.06259879900000001,0.237116661,0.286120771,0.71,0.6679999999999999,0.059000000000000004,35.0,1.0
1159,1.0,16900.0,0.192,0.7040000000000001,0.10400000000000001,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332.0,81878.0,106799.0,0.092,0.905740181,0.335246149,0.9011893870000001,0.098810613,0.11861861900000001,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.6579999999999999,0.07400000000000001,65.0,1.0
1160,1.0,16900.0,0.192,0.7040000000000001,0.10400000000000001,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332.0,81878.0,106799.0,0.092,0.905740181,0.335246149,0.9011893870000001,0.098810613,0.11861861900000001,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.6579999999999999,0.07400000000000001,65.0,1.0
1161,1.0,39149.0,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.6143901070000001,50514.0,55764.0,77036.0,0.11800000000000001,0.929521105,0.300761585,0.688937568,0.310332238,0.19132569600000002,0.31325695600000003,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067,35.0,1.0
1162,1.0,12302.0,0.254,0.6970000000000001,0.049,0.003,31.8,32.2,0.682461874,3.2,0.8904899140000001,0.67961165,58984.0,65767.0,100298.0,0.068,0.940509915,0.309186564,0.874371859,0.125628141,0.12323561300000001,0.28990228,0.586862106,0.048317047,0.237242128,0.282844734,0.804,0.759,0.055,45.0,1.0
1163,1.0,26490.0,0.18,0.687,0.133,0.018000000000000002,38.9,38.8,0.6203085420000001,3.1,0.8502259520000001,0.600607441,55311.0,61249.0,94098.0,0.08,0.94996136,0.284196291,0.845629966,0.15437003400000002,0.153718617,0.294410232,0.5518711510000001,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062,55.0,1.0
1164,1.0,13407.0,0.11,0.721,0.16899999999999998,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126.0,56511.0,48505.0,0.22899999999999998,0.912591452,0.237966885,0.334517045,0.665482955,0.18024263399999998,0.267764298,0.5519930679999999,0.04722703599999999,0.19150779899999998,0.29982669,0.649,0.596,0.08199999999999999,45.0,1.0
1165,1.0,40591.0,0.18899999999999997,0.67,0.141,0.024,38.7,37.6,0.5787156520000001,2.9,0.8204793029999999,0.544875199,53751.0,65499.0,79269.0,0.1,0.967548677,0.160259611,0.739414695,0.260896638,0.169366034,0.282276724,0.548048743,0.06185408,0.223970384,0.24356008,0.7190000000000001,0.6809999999999999,0.053,55.0,1.0
1166,1.0,16900.0,0.192,0.7040000000000001,0.10400000000000001,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332.0,81878.0,106799.0,0.092,0.905740181,0.335246149,0.9011893870000001,0.098810613,0.11861861900000001,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.6579999999999999,0.07400000000000001,18.0,1.0
1167,1.0,16123.0,0.20800000000000002,0.606,0.18600000000000003,0.023,40.1,40.1,0.698394046,3.0,0.901639344,0.523863636,57836.0,64347.0,93899.0,0.054000000000000006,0.982483578,0.092899593,0.864249578,0.13575042199999998,0.178033307,0.26169706600000003,0.560269627,0.09080095199999999,0.266455194,0.186756542,0.693,0.6679999999999999,0.036000000000000004,18.0,1.0
1168,1.0,33221.0,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630.0,53300.0,56576.0,0.203,0.9117780809999999,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.48613376799999997,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084,35.0,1.0
1169,1.0,27253.0,0.188,0.696,0.11699999999999999,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329.0,81477.0,104552.0,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.13407049099999999,0.24856024,0.6171389079999999,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048,18.0,1.0
1170,1.0,21058.0,0.131,0.71,0.159,0.027000000000000003,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609.0,57209.0,58335.0,0.154,0.9480394520000001,0.15131104199999998,0.49732099399999996,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063,55.0,1.0
1171,1.0,21058.0,0.131,0.71,0.159,0.027000000000000003,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609.0,57209.0,58335.0,0.154,0.9480394520000001,0.15131104199999998,0.49732099399999996,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063,25.0,1.0
1172,1.0,27253.0,0.188,0.696,0.11699999999999999,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329.0,81477.0,104552.0,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.13407049099999999,0.24856024,0.6171389079999999,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048,45.0,2.0
1173,1.0,16900.0,0.192,0.7040000000000001,0.10400000000000001,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332.0,81878.0,106799.0,0.092,0.905740181,0.335246149,0.9011893870000001,0.098810613,0.11861861900000001,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.6579999999999999,0.07400000000000001,65.0,1.0
1174,1.0,16900.0,0.192,0.7040000000000001,0.10400000000000001,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332.0,81878.0,106799.0,0.092,0.905740181,0.335246149,0.9011893870000001,0.098810613,0.11861861900000001,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.6579999999999999,0.07400000000000001,18.0,1.0
1175,0.0,26490.0,0.18,0.687,0.133,0.018000000000000002,38.9,38.8,0.6203085420000001,3.1,0.8502259520000001,0.600607441,55311.0,61249.0,94098.0,0.08,0.94996136,0.284196291,0.845629966,0.15437003400000002,0.153718617,0.294410232,0.5518711510000001,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062,45.0,7.5
1176,0.0,16111.0,0.14800000000000002,0.69,0.162,0.023,39.8,37.0,0.504553734,2.7,0.7585034009999999,0.458893871,43666.0,53197.0,53059.0,0.23800000000000002,0.846998063,0.327307941,0.39079620200000004,0.609203798,0.23944193100000002,0.29524886899999997,0.46493212700000003,0.07051282099999999,0.21945701399999998,0.159125189,0.647,0.5920000000000001,0.085,55.0,7.5
1177,1.0,27758.0,0.121,0.71,0.16899999999999998,0.026000000000000002,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592.0,69782.0,60683.0,0.22699999999999998,0.8323920570000001,0.22718163600000002,0.46444906399999997,0.535550936,0.113380575,0.306586078,0.5802417670000001,0.038766153,0.144852022,0.37744893700000004,0.58,0.532,0.083,45.0,1.0
1178,1.0,39149.0,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.6143901070000001,50514.0,55764.0,77036.0,0.11800000000000001,0.929521105,0.300761585,0.688937568,0.310332238,0.19132569600000002,0.31325695600000003,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067,45.0,2.0
1179,0.0,39149.0,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.6143901070000001,50514.0,55764.0,77036.0,0.11800000000000001,0.929521105,0.300761585,0.688937568,0.310332238,0.19132569600000002,0.31325695600000003,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067,25.0,2.0
1180,1.0,16900.0,0.192,0.7040000000000001,0.10400000000000001,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332.0,81878.0,106799.0,0.092,0.905740181,0.335246149,0.9011893870000001,0.098810613,0.11861861900000001,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.6579999999999999,0.07400000000000001,45.0,1.0
1181,1.0,19975.0,0.2,0.6890000000000001,0.111,0.009000000000000001,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429.0,79938.0,98347.0,0.085,0.933048075,0.23810722399999998,0.80442541,0.19557459,0.119506797,0.274423016,0.6063863420000001,0.06259879900000001,0.237116661,0.286120771,0.71,0.6679999999999999,0.059000000000000004,45.0,1.0
1182,1.0,27253.0,0.188,0.696,0.11699999999999999,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329.0,81477.0,104552.0,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.13407049099999999,0.24856024,0.6171389079999999,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048,55.0,1.0
1183,1.0,18659.0,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643.0,71973.0,60898.0,0.17300000000000001,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069,45.0,1.0
1184,1.0,34317.0,0.196,0.652,0.152,0.023,39.3,39.1,0.583363538,3.0,0.8306154659999999,0.559848005,52605.0,59888.0,69988.0,0.146,0.964016862,0.14799759099999998,0.680743898,0.31964354899999997,0.18706260600000002,0.309627388,0.5031208620000001,0.073954984,0.24021184,0.171174579,0.6659999999999999,0.623,0.066,25.0,1.0
1185,1.0,16900.0,0.192,0.7040000000000001,0.10400000000000001,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332.0,81878.0,106799.0,0.092,0.905740181,0.335246149,0.9011893870000001,0.098810613,0.11861861900000001,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.6579999999999999,0.07400000000000001,35.0,2.0
1186,1.0,18659.0,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643.0,71973.0,60898.0,0.17300000000000001,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069,25.0,2.0
1187,1.0,16123.0,0.20800000000000002,0.606,0.18600000000000003,0.023,40.1,40.1,0.698394046,3.0,0.901639344,0.523863636,57836.0,64347.0,93899.0,0.054000000000000006,0.982483578,0.092899593,0.864249578,0.13575042199999998,0.178033307,0.26169706600000003,0.560269627,0.09080095199999999,0.266455194,0.186756542,0.693,0.6679999999999999,0.036000000000000004,45.0,1.0
1188,1.0,13407.0,0.11,0.721,0.16899999999999998,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126.0,56511.0,48505.0,0.22899999999999998,0.912591452,0.237966885,0.334517045,0.665482955,0.18024263399999998,0.267764298,0.5519930679999999,0.04722703599999999,0.19150779899999998,0.29982669,0.649,0.596,0.08199999999999999,45.0,1.0
1189,1.0,39149.0,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.6143901070000001,50514.0,55764.0,77036.0,0.11800000000000001,0.929521105,0.300761585,0.688937568,0.310332238,0.19132569600000002,0.31325695600000003,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067,25.0,1.0
1190,1.0,26662.0,0.20600000000000002,0.6809999999999999,0.114,0.013000000000000001,37.5,38.2,0.640613932,3.1,0.8588839,0.610903659,58880.0,67419.0,98888.0,0.055999999999999994,0.9676075009999999,0.16499337,0.8496732029999999,0.15087146,0.16587112199999998,0.31002386600000004,0.524105012,0.061336515999999994,0.25298329399999997,0.192124105,0.752,0.71,0.055999999999999994,25.0,1.0
1191,1.0,80222.0,0.19399999999999998,0.647,0.159,0.017,40.2,42.0,0.671821837,3.1,0.917805295,0.538497325,57772.0,69089.0,102175.0,0.071,0.979991191,0.11093632,0.885272433,0.11472756699999999,0.221436985,0.26258343100000003,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037000000000000005,25.0,1.0
1192,1.0,27758.0,0.121,0.71,0.16899999999999998,0.026000000000000002,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592.0,69782.0,60683.0,0.22699999999999998,0.8323920570000001,0.22718163600000002,0.46444906399999997,0.535550936,0.113380575,0.306586078,0.5802417670000001,0.038766153,0.144852022,0.37744893700000004,0.58,0.532,0.083,65.0,1.0
