VolunteerID,FSA,AgeGroup,YearsVolunteeredGroup,OccasionalVolunteer,RegularVolunteer,Donor,FirstDonationYear,NumberDonations,SumDonationsGroup,"Population,-2016",age_distribution_0-to-14-years,age_distribution_15-to-64-years,age_distribution_65-years-and-over,age_distribution_85-years-and-over,age_Average-age-of-the-population,age_Median-age-of-the-population,family_%-married-or-living-common-law,family_Average-size-of-census-families,family_%-census-families-that-are-couples,family_%-couples-with-children,income_Median-employment-income-in-2015-for-full-year-full-time-workers-over-15-($),income_Average-employment-income-in-2015-for-full-year-full-time-workers-over-15-($),income_Median-total-income-of-households-in-2015-($),"income_Prevalence-of-low-income-based-on-the-Low-income-measure,-after-tax-(LIM-AT)-(%)",citizenship_%-canadian-citizens,citizenship_%-immigrants,dwellings_%-owners,dwellings_%-renters,"education_%-no-certificate,-diploma-or-degree",education_%-high-school-diploma,"education_%-postsecondary-certificate,-diploma-or-degree",education_%-apprenticeship-or-trades-certificate-or-diploma,education_%-college-certificate-or-diplome,education_%-bachelor-or-above,labour_force_Participation-rate,labour_force_Employment-rate,labour_force_Unemployment-rate
69,N2K,20 - 29,less than 1,1,0,N,,,,27253,0.188,0.696,0.117,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329,81477,104552,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.134070491,0.24856024,0.617138908,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048
70,,unknown,10 + years,0,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,N0B,unknown,1 - 3 years,1,0,N,,,,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
72,N2A,40 - 49,less than 1,1,0,N,,,,29858,0.186,0.654,0.161,0.02,39.8,39.5,0.595805921,3,0.835495283,0.558927311,55224,64304,79266,0.124,0.939157036,0.270904147,0.714670256,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.210691824,0.665,0.622,0.064
73,N2E,20 - 29,less than 1,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
74,N2P,60 - 69,less than 1,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
75,N2P,70 + ,less than 1,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
76,N2P,20 - 29,less than 1,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
77,N2J,30 - 39,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
78,N2L,30 - 39,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
79,N2P,unknown,10 + years,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
80,N2P,unknown,10 + years,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
81,N2C,unknown,10 + years,0,1,N,,,,16111,0.148,0.69,0.162,0.023,39.8,37,0.504553734,2.7,0.758503401,0.458893871,43666,53197,53059,0.238,0.846998063,0.327307941,0.390796202,0.609203798,0.239441931,0.295248869,0.464932127,0.070512821,0.219457014,0.159125189,0.647,0.592,0.085
82,N2C,under 20,less than 1,0,1,N,,,,16111,0.148,0.69,0.162,0.023,39.8,37,0.504553734,2.7,0.758503401,0.458893871,43666,53197,53059,0.238,0.846998063,0.327307941,0.390796202,0.609203798,0.239441931,0.295248869,0.464932127,0.070512821,0.219457014,0.159125189,0.647,0.592,0.085
83,N2L,60 - 69,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
84,N2H,20 - 29,less than 1,1,0,Y,1999,7,"$500 - $2,000",21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
85,N2B,40 - 49,less than 1,1,0,N,,,,16501,0.137,0.669,0.193,0.026,43.3,45,0.560238848,2.8,0.816580311,0.469543147,50399,57187,67375,0.101,0.965475099,0.224633252,0.623504574,0.375791696,0.203605514,0.303994344,0.492753623,0.084482149,0.237539767,0.156592435,0.65,0.605,0.07
86,N2L,20 - 29,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
87,N3H,unknown,1 - 3 years,1,0,N,,,,21544,0.153,0.661,0.187,0.029,42.5,43.4,0.543960559,2.8,0.797041906,0.496907216,50308,58028,67367,0.126,0.968854816,0.153090561,0.639685216,0.35975267,0.224843661,0.341387152,0.434053439,0.082148948,0.225412166,0.112563957,0.662,0.621,0.063
88,N2E,60 - 69,1 - 3 years,0,1,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
89,N2E,unknown,1 - 3 years,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
90,N2H,20 - 29,less than 1,1,0,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
91,N2H,30 - 39,less than 1,0,1,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
92,N2M,unknown,5 - 10 years,1,0,N,,,,33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
93,N2R,30 - 39,less than 1,1,0,N,,,,12302,0.254,0.697,0.049,0.003,31.8,32.2,0.682461874,3.2,0.890489914,0.67961165,58984,65767,100298,0.068,0.940509915,0.309186564,0.874371859,0.125628141,0.123235613,0.28990228,0.586862106,0.048317047,0.237242128,0.282844734,0.804,0.759,0.055
94,N2N,60 - 69,1 - 3 years,0,1,Y,1997,1,under $50,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
95,N2J,30 - 39,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
96,N2L,unknown,5 - 10 years,0,1,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
97,N2E,20 - 29,less than 1,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
98,N2L,30 - 39,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
99,N2H,30 - 39,less than 1,1,0,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
100,N2N,unknown,1 - 3 years,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
101,N2N,40 - 49,less than 1,1,0,Y,2012,3,under $50,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
102,N2L,unknown,1 - 3 years,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
103,N2A,50 - 59,less than 1,1,0,N,,,,29858,0.186,0.654,0.161,0.02,39.8,39.5,0.595805921,3,0.835495283,0.558927311,55224,64304,79266,0.124,0.939157036,0.270904147,0.714670256,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.210691824,0.665,0.622,0.064
104,N3H,unknown,1 - 3 years,0,1,N,,,,21544,0.153,0.661,0.187,0.029,42.5,43.4,0.543960559,2.8,0.797041906,0.496907216,50308,58028,67367,0.126,0.968854816,0.153090561,0.639685216,0.35975267,0.224843661,0.341387152,0.434053439,0.082148948,0.225412166,0.112563957,0.662,0.621,0.063
105,N0N,unknown,1 - 3 years,1,0,N,,,,40649,0.168,0.636,0.196,0.022,42.8,45.2,0.660603372,2.8,0.886299719,0.460108794,59633,73658,83534,0.079,0.981797781,0.071188131,0.851874806,0.145646111,0.156254704,0.27969291,0.563901852,0.115610417,0.297757037,0.136835767,0.618,0.576,0.068
106,N4G,30 - 39,less than 1,1,0,N,,,,19389,0.16,0.584,0.256,0.035,45,47.1,0.617014742,2.8,0.853195164,0.407894737,47514,53588,60864,0.132,0.981549815,0.127042699,0.721954162,0.278648975,0.267676768,0.317866162,0.414772727,0.064078283,0.235164141,0.101641414,0.578,0.544,0.059
107,N2H,30 - 39,less than 1,1,0,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
108,N2G,40 - 49,less than 1,1,0,N,,,,13407,0.11,0.721,0.169,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126,56511,48505,0.229,0.912591452,0.237966885,0.334517045,0.665482955,0.180242634,0.267764298,0.551993068,0.047227036,0.191507799,0.29982669,0.649,0.596,0.082
109,N2L,60 - 69,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
110,N2P,unknown,1 - 3 years,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
111,N2H,50 - 59,less than 1,1,0,Y,2013,1,$100 - $250,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
112,N0B,unknown,5 - 10 years,0,1,Y,2006,12,$250 - $500,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
113,N3B,unknown,1 - 3 years,0,1,Y,2018,1,$50 - $100,12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
114,N2T,20 - 29,less than 1,1,0,N,,,,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
115,N0B,unknown,1 - 3 years,1,0,Y,1997,27,"$500 - $2,000",80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
116,N2T,unknown,10 + years,1,0,Y,2000,5,$250 - $500,20701,0.187,0.697,0.116,0.013,38.1,39.5,0.631203566,3.1,0.869674185,0.637848223,71976,84436,109496,0.091,0.904645477,0.304964539,0.885174419,0.114825581,0.109876914,0.241368958,0.649054338,0.034223957,0.156109276,0.438306815,0.695,0.647,0.069
117,N2K,50 - 59,less than 1,1,0,N,,,,27253,0.188,0.696,0.117,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329,81477,104552,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.134070491,0.24856024,0.617138908,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048
118,N3B,unknown,5 - 10 years,0,1,N,,,,12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
119,N3B,70 + ,1 - 3 years,1,0,Y,1998,31,"$2,000 + ",12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
120,N3B,70 + ,10 + years,0,1,Y,1998,32,"$2,000 + ",12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
121,N0B,60 - 69,less than 1,1,0,Y,2010,5,$100 - $250,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
122,,unknown,1 - 3 years,1,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,N3B,50 - 59,10 + years,1,0,Y,1998,50,"$2,000 + ",12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
124,N1H,30 - 39,less than 1,1,0,N,,,,43789,0.146,0.68,0.174,0.026,41.7,41.6,0.542012309,2.8,0.82330983,0.479596977,51384,62771,64797,0.137,0.940678948,0.203916116,0.558145626,0.441592457,0.182684454,0.290089845,0.527089573,0.057310101,0.19493602,0.254015791,0.674,0.63,0.065
125,N2M,20 - 29,less than 1,1,0,N,,,,33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
126,N2H,30 - 39,less than 1,0,1,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
127,N2G,unknown,less than 1,1,0,N,,,,13407,0.11,0.721,0.169,0.025,41.8,38.9,0.447798742,2.6,0.8,0.350775194,48126,56511,48505,0.229,0.912591452,0.237966885,0.334517045,0.665482955,0.180242634,0.267764298,0.551993068,0.047227036,0.191507799,0.29982669,0.649,0.596,0.082
128,,60 - 69,less than 1,0,1,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,N2H,20 - 29,less than 1,1,0,N,,,,21058,0.131,0.71,0.159,0.027,41.5,39.9,0.505602624,2.7,0.81981982,0.418681319,50609,57209,58335,0.154,0.948039452,0.151311042,0.497320994,0.502679006,0.189054726,0.265616363,0.545328911,0.065229409,0.200939746,0.264510779,0.684,0.64,0.063
130,N2L,unknown,3 - 5 years,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
131,N2L,40 - 49,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
132,N2K,unknown,5 - 10 years,1,0,Y,2011,1,under $50,27253,0.188,0.696,0.117,0.012,38.2,39.5,0.629713254,3.1,0.873417722,0.614492754,65329,81477,104552,0.073,0.949348231,0.211026262,0.838996341,0.16048092,0.134070491,0.24856024,0.617138908,0.057820779,0.203870076,0.340013822,0.726,0.691,0.048
133,N2N,50 - 59,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
134,N2V,unknown,3 - 5 years,1,0,N,,,,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
135,N2E,unknown,1 - 3 years,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
136,N2A,60 - 69,10 + years,0,1,N,,,,29858,0.186,0.654,0.161,0.02,39.8,39.5,0.595805921,3,0.835495283,0.558927311,55224,64304,79266,0.124,0.939157036,0.270904147,0.714670256,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.210691824,0.665,0.622,0.064
137,N1R,30 - 39,less than 1,1,0,N,,,,42210,0.163,0.661,0.176,0.023,41.3,41.6,0.549249929,2.8,0.783415842,0.491311216,47293,53143,63306,0.158,0.947235273,0.227228916,0.597394908,0.402605092,0.274685557,0.328899812,0.396270059,0.071562816,0.203122741,0.109295938,0.64,0.594,0.071
138,N2L,50 - 59,less than 1,1,0,N,,,,27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
139,N2L,20 - 29,1 - 3 years,1,0,Y,1998,15,"$2,000 + ",27758,0.121,0.71,0.169,0.026,39.2,33.3,0.466079115,2.8,0.838391502,0.441628959,56592,69782,60683,0.227,0.832392057,0.227181636,0.464449064,0.535550936,0.113380575,0.306586078,0.580241767,0.038766153,0.144852022,0.377448937,0.58,0.532,0.083
140,N3B,20 - 29,less than 1,1,0,N,,,,12418,0.211,0.623,0.166,0.02,39,38.4,0.637244898,3.1,0.894736842,0.553921569,54991,63363,87723,0.082,0.982508532,0.070392491,0.822043628,0.177956372,0.287627209,0.263524371,0.449384039,0.076057847,0.188002142,0.173540439,0.725,0.701,0.032
141,N2N,30 - 39,less than 1,1,0,N,,,,26490,0.18,0.687,0.133,0.018,38.9,38.8,0.620308542,3.1,0.850225952,0.600607441,55311,61249,94098,0.08,0.94996136,0.284196291,0.845629966,0.154370034,0.153718617,0.294410232,0.551871151,0.066556135,0.22951208,0.237565135,0.716,0.672,0.062
142,N2B,under 20,5 - 10 years,1,0,Y,2014,2,under $50,16501,0.137,0.669,0.193,0.026,43.3,45,0.560238848,2.8,0.816580311,0.469543147,50399,57187,67375,0.101,0.965475099,0.224633252,0.623504574,0.375791696,0.203605514,0.303994344,0.492753623,0.084482149,0.237539767,0.156592435,0.65,0.605,0.07
143,N2E,50 - 59,less than 1,1,0,N,,,,39149,0.207,0.687,0.106,0.015,36.4,35.5,0.586112454,3.1,0.802797834,0.614390107,50514,55764,77036,0.118,0.929521105,0.300761585,0.688937568,0.310332238,0.191325696,0.313256956,0.495417349,0.066121113,0.234860884,0.177414075,0.72,0.672,0.067
144,N2P,30 - 39,less than 1,1,0,N,,,,19975,0.2,0.689,0.111,0.009,37.4,37.9,0.627033792,3.1,0.870255958,0.592292089,62429,79938,98347,0.085,0.933048075,0.238107224,0.80442541,0.19557459,0.119506797,0.274423016,0.606386342,0.062598799,0.237116661,0.286120771,0.71,0.668,0.059
145,N2M,30 - 39,less than 1,1,0,N,,,,33221,0.162,0.682,0.156,0.02,39.9,38.2,0.526041667,2.8,0.778804348,0.473831124,46630,53300,56576,0.203,0.911778081,0.265767132,0.498106713,0.501549053,0.223128512,0.29073772,0.486133768,0.064527823,0.195577307,0.210802973,0.649,0.595,0.084
146,N2C,under 20,less than 1,1,0,N,,,,16111,0.148,0.69,0.162,0.023,39.8,37,0.504553734,2.7,0.758503401,0.458893871,43666,53197,53059,0.238,0.846998063,0.327307941,0.390796202,0.609203798,0.239441931,0.295248869,0.464932127,0.070512821,0.219457014,0.159125189,0.647,0.592,0.085
147,N2V,40 - 49,less than 1,1,0,N,,,,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
148,L8L,30 - 39,less than 1,1,0,N,,,,30825,0.182,0.701,0.118,0.013,38.1,37,0.443298969,2.9,0.681961031,0.537327189,40405,43627,45151,0.306,0.928405316,0.24165421,0.529058116,0.470941884,0.342635975,0.298838867,0.358525158,0.071908739,0.181299654,0.093909146,0.572,0.514,0.102
149,N2J,40 - 49,less than 1,1,0,N,,,,18659,0.114,0.679,0.207,0.039,42.5,39.3,0.49319625,2.7,0.843054083,0.396226415,52643,71973,60898,0.173,0.884719956,0.201468189,0.573742047,0.425679584,0.14868179,0.290619252,0.560392397,0.058859595,0.156652361,0.326793378,0.622,0.58,0.069
150,,unknown,less than 1,1,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,N2A,50 - 59,less than 1,1,0,N,,,,29858,0.186,0.654,0.161,0.02,39.8,39.5,0.595805921,3,0.835495283,0.558927311,55224,64304,79266,0.124,0.939157036,0.270904147,0.714670256,0.285329744,0.196436059,0.289727463,0.513836478,0.060377358,0.224737945,0.210691824,0.665,0.622,0.064
152,N0B,20 - 29,less than 1,0,1,N,,,,80222,0.194,0.647,0.159,0.017,40.2,42,0.671821837,3.1,0.917805295,0.538497325,57772,69089,102175,0.071,0.979991191,0.11093632,0.885272433,0.114727567,0.221436985,0.262583431,0.515979584,0.080565371,0.217432273,0.197016097,0.723,0.696,0.037
153,N2V,20 - 29,less than 1,1,0,Y,1998,10,$250 - $500,16900,0.192,0.704,0.104,0.017,37.3,38.1,0.63579795,3.2,0.890052356,0.662352941,68332,81878,106799,0.092,0.905740181,0.335246149,0.901189387,0.098810613,0.118618619,0.235735736,0.645645646,0.036036036,0.178303303,0.409534535,0.71,0.658,0.074
